"id";"grupo";"caixa";"porta_cto";"status";"rn"
1668206;1060;1473;8;L;3
1668254;1060;1473;8;L;4
1668159;1060;1474;1;L;2
1668207;1060;1474;1;L;3
1668255;1060;1474;1;L;4
1668160;1060;1474;2;A;2
1668208;1060;1474;2;L;3
1668256;1060;1474;2;L;4
1668161;1060;1474;3;L;2
1668209;1060;1474;3;L;3
1668257;1060;1474;3;L;4
1668114;1060;1474;4;L;2
1668162;1060;1474;4;L;3
1668210;1060;1474;4;L;4
1668163;1060;1474;5;L;2
1668211;1060;1474;5;L;3
1668259;1060;1474;5;L;4
1668116;1060;1474;6;L;2
1668212;1060;1474;6;L;3
1668260;1060;1474;6;L;4
1668165;1060;1474;7;L;2
1668213;1060;1474;7;L;3
1668261;1060;1474;7;L;4
1668118;1060;1474;8;L;2
1668214;1060;1474;8;L;3
1668262;1060;1474;8;L;4
1668167;1060;1476;1;L;2
1668215;1060;1476;1;L;3
1668263;1060;1476;1;L;4
1668168;1060;1476;2;L;2
1668216;1060;1476;2;L;3
1668264;1060;1476;2;L;4
1668169;1060;1476;3;L;2
1668217;1060;1476;3;L;3
1668265;1060;1476;3;L;4
1668170;1060;1476;4;L;2
1668218;1060;1476;4;L;3
1668266;1060;1476;4;L;4
1668171;1060;1476;5;L;2
1668219;1060;1476;5;L;3
1668267;1060;1476;5;L;4
1668172;1060;1476;6;L;2
1668220;1060;1476;6;L;3
1668268;1060;1476;6;L;4
1668125;1060;1476;7;L;2
1668173;1060;1476;7;L;3
1668221;1060;1476;7;L;4
1668174;1060;1476;8;L;2
1668222;1060;1476;8;L;3
1668270;1060;1476;8;L;4
1668175;1060;1477;1;L;2
1668223;1060;1477;1;L;3
1668271;1060;1477;1;L;4
1668176;1060;1477;2;L;2
1668224;1060;1477;2;L;3
1668272;1060;1477;2;L;4
1668177;1060;1477;3;L;2
1668225;1060;1477;3;L;3
1668273;1060;1477;3;L;4
1668178;1060;1477;4;L;2
1668226;1060;1477;4;L;3
1668274;1060;1477;4;L;4
1668179;1060;1477;5;L;2
1668227;1060;1477;5;L;3
1668275;1060;1477;5;L;4
1668180;1060;1477;6;L;2
1668228;1060;1477;6;L;3
1668276;1060;1477;6;L;4
1668181;1060;1477;7;L;2
1668229;1060;1477;7;L;3
1668277;1060;1477;7;L;4
1668182;1060;1477;8;L;2
1668230;1060;1477;8;L;3
1668278;1060;1477;8;L;4
1668183;1060;1478;1;A;2
1668231;1060;1478;1;L;3
1668279;1060;1478;1;L;4
1668136;1060;1478;2;L;2
1668184;1060;1478;2;L;3
1668280;1060;1478;2;L;4
1668185;1060;1478;3;L;2
1668233;1060;1478;3;L;3
1668281;1060;1478;3;L;4
1668186;1060;1478;4;L;2
1668234;1060;1478;4;L;3
1668282;1060;1478;4;L;4
1668187;1060;1478;5;L;2
1668235;1060;1478;5;L;3
1668283;1060;1478;5;L;4
1668188;1060;1478;6;L;2
1668236;1060;1478;6;L;3
1668284;1060;1478;6;L;4
1668189;1060;1478;7;L;2
1668237;1060;1478;7;L;3
1668285;1060;1478;7;L;4
1668142;1060;1478;8;L;2
1668190;1060;1478;8;L;3
1668238;1060;1478;8;L;4
1668191;1060;1480;1;L;2
1668239;1060;1480;1;L;3
1668287;1060;1480;1;L;4
1668144;1060;1480;2;L;2
1668192;1060;1480;2;L;3
1668240;1060;1480;2;L;4
1668193;1060;1480;3;L;2
1668241;1060;1480;3;L;3
1668289;1060;1480;3;L;4
1668194;1060;1480;4;L;2
1668242;1060;1480;4;L;3
1668290;1060;1480;4;L;4
1668195;1060;1480;5;L;2
1668243;1060;1480;5;L;3
1668291;1060;1480;5;L;4
1668196;1060;1480;6;L;2
1668244;1060;1480;6;L;3
1668292;1060;1480;6;L;4
1668197;1060;1480;7;L;2
1668245;1060;1480;7;L;3
1668293;1060;1480;7;L;4
1668198;1060;1480;8;L;2
1668246;1060;1480;8;L;3
1668294;1060;1480;8;L;4
1874740;1060;3401;1;L;2
1874749;1060;3401;2;L;2
1874750;1060;3401;3;L;2
1874751;1060;3401;4;L;2
1874752;1060;3401;5;L;2
1874753;1060;3401;6;L;2
1874754;1060;3401;7;L;2
1874747;1060;3401;8;L;2
2513694;1071;2585;1;L;2
2513695;1071;2585;2;L;2
2513696;1071;2585;3;L;2
2513697;1071;2585;4;L;2
2513698;1071;2585;5;L;2
2513699;1071;2585;6;L;2
2513700;1071;2585;7;L;2
2513701;1071;2585;8;L;2
2513702;1071;2586;1;L;2
2513703;1071;2586;2;L;2
2513704;1071;2586;3;L;2
2513705;1071;2586;4;L;2
2513706;1071;2586;5;L;2
2513707;1071;2586;6;L;2
2513708;1071;2586;7;L;2
2513709;1071;2586;8;L;2
2513710;1071;2587;1;L;2
2513711;1071;2587;2;L;2
2513712;1071;2587;3;L;2
2513713;1071;2587;4;L;2
2513714;1071;2587;5;L;2
2513715;1071;2587;6;L;2
2513716;1071;2587;7;L;2
2513717;1071;2587;8;L;2
2513718;1071;2588;1;L;2
2513719;1071;2588;2;L;2
2513720;1071;2588;3;L;2
2513721;1071;2588;4;L;2
2513722;1071;2588;5;L;2
2513723;1071;2588;6;L;2
2513724;1071;2588;7;L;2
2513725;1071;2588;8;L;2
2513726;1071;2589;1;L;2
2513727;1071;2589;2;L;2
2513728;1071;2589;3;L;2
2513729;1071;2589;4;L;2
2513730;1071;2589;5;L;2
2513731;1071;2589;6;L;2
2513732;1071;2589;7;L;2
2513733;1071;2589;8;L;2
2513734;1071;2590;1;L;2
2513735;1071;2590;2;L;2
2513736;1071;2590;3;L;2
2513737;1071;2590;4;L;2
2513738;1071;2590;5;L;2
2513739;1071;2590;6;L;2
2513740;1071;2590;7;L;2
2513741;1071;2590;8;L;2
1644806;1092;2071;1;A;2
1644807;1092;2071;2;L;2
1644808;1092;2071;3;L;2
1644809;1092;2071;4;L;2
1644810;1092;2071;5;L;2
1644811;1092;2071;6;L;2
1644812;1092;2071;7;L;2
1644813;1092;2071;8;L;2
1644822;1092;2130;1;L;2
1644831;1092;2130;2;L;2
1644832;1092;2130;3;L;2
1644833;1092;2130;4;L;2
1644834;1092;2130;5;L;2
1644835;1092;2130;6;L;2
1644836;1092;2130;7;L;2
1644837;1092;2130;8;A;2
1789932;1093;2487;1;L;2
1789933;1093;2487;2;L;2
1789934;1093;2487;3;L;2
1789935;1093;2487;4;L;2
1789936;1093;2487;5;A;2
1789937;1093;2487;6;L;2
1789810;1093;2487;7;L;2
1789939;1093;2487;8;L;2
1690195;1093;4203;1;L;2
1690196;1093;4203;2;A;2
1690197;1093;4203;3;L;2
1690198;1093;4203;4;L;2
1690199;1093;4203;5;L;2
1690200;1093;4203;6;L;2
1690201;1093;4203;7;L;2
1690202;1093;4203;8;L;2
1690179;1093;4204;1;L;2
1690204;1093;4204;2;L;2
1690205;1093;4204;3;L;2
1690206;1093;4204;4;L;2
1690207;1093;4204;5;L;2
1690208;1093;4204;6;L;2
1690209;1093;4204;7;L;2
1690210;1093;4204;8;L;2
1690211;1093;4205;1;L;2
1690212;1093;4205;2;A;2
1690213;1093;4205;3;L;2
1690214;1093;4205;4;L;2
1690215;1093;4205;5;L;2
1690216;1093;4205;6;L;2
1690217;1093;4205;7;L;2
1690218;1093;4205;8;L;2
1635414;1137;1857;1;L;2
1635415;1137;1857;2;L;2
1635416;1137;1857;3;L;2
1635417;1137;1857;4;L;2
1635418;1137;1857;5;L;2
1635419;1137;1857;6;L;2
1635412;1137;1857;7;L;2
1635421;1137;1857;8;L;2
2015868;1160;779;1;L;2
2015869;1160;779;2;L;2
2015870;1160;779;3;L;2
2015871;1160;779;4;L;2
2015872;1160;779;5;L;2
2015873;1160;779;6;L;2
2015874;1160;779;7;L;2
2015875;1160;779;8;L;2
1249928;1162;873;1;L;2
1249929;1162;873;2;L;2
1249930;1162;873;3;L;2
1249931;1162;873;4;L;2
1249932;1162;873;5;L;2
1249933;1162;873;6;L;2
1249934;1162;873;7;L;2
1249935;1162;873;8;L;2
1249936;1162;874;1;L;2
1249937;1162;874;2;L;2
1249938;1162;874;3;L;2
1249939;1162;874;4;L;2
1249940;1162;874;5;L;2
1249941;1162;874;6;L;2
1249942;1162;874;7;L;2
1249943;1162;874;8;L;2
1249944;1162;875;1;L;2
1249945;1162;875;2;L;2
1249946;1162;875;3;L;2
1249947;1162;875;4;L;2
1249948;1162;875;5;L;2
1249949;1162;875;6;L;2
1249950;1162;875;7;L;2
1249951;1162;875;8;L;2
1249952;1162;876;1;L;2
1249953;1162;876;2;L;2
1249954;1162;876;3;L;2
1249955;1162;876;4;L;2
1249956;1162;876;5;L;2
1249957;1162;876;6;L;2
1249958;1162;876;7;L;2
1249959;1162;876;8;L;2
1249960;1162;877;1;L;2
1249961;1162;877;2;L;2
1249962;1162;877;3;L;2
1249963;1162;877;4;L;2
1249964;1162;877;5;L;2
1249965;1162;877;6;L;2
1249966;1162;877;7;L;2
1249967;1162;877;8;L;2
1249968;1162;878;1;L;2
1249969;1162;878;2;L;2
1249970;1162;878;3;L;2
1249971;1162;878;4;L;2
1249972;1162;878;5;L;2
1249973;1162;878;6;L;2
1249974;1162;878;7;L;2
1249975;1162;878;8;L;2
1249976;1162;879;1;L;2
1249977;1162;879;2;L;2
1249978;1162;879;3;L;2
1249979;1162;879;4;L;2
1249980;1162;879;5;L;2
1249981;1162;879;6;L;2
1249982;1162;879;7;L;2
1249983;1162;879;8;L;2
1249984;1162;880;1;L;2
1249985;1162;880;2;L;2
1249986;1162;880;3;L;2
1249987;1162;880;4;L;2
1249988;1162;880;5;L;2
1249989;1162;880;6;L;2
1249990;1162;880;7;L;2
1249991;1162;880;8;L;2
1681355;1164;2537;1;L;2
1681419;1164;2537;1;L;3
1681356;1164;2537;2;L;2
1681420;1164;2537;2;L;3
1681357;1164;2537;3;L;2
1681421;1164;2537;3;L;3
1681358;1164;2537;4;L;2
1681422;1164;2537;4;L;3
1681359;1164;2537;5;L;2
1681423;1164;2537;5;L;3
1681360;1164;2537;6;L;2
1681424;1164;2537;6;L;3
1681361;1164;2537;7;L;2
1681425;1164;2537;7;L;3
1681362;1164;2537;8;L;2
1681426;1164;2537;8;L;3
1681363;1164;2538;1;L;2
1681427;1164;2538;1;L;3
1681364;1164;2538;2;L;2
1681428;1164;2538;2;L;3
1681365;1164;2538;3;L;2
1681429;1164;2538;3;L;3
1681366;1164;2538;4;L;2
1681430;1164;2538;4;L;3
1681367;1164;2538;5;L;2
1681431;1164;2538;5;L;3
1681368;1164;2538;6;L;2
1681432;1164;2538;6;L;3
1681369;1164;2538;7;L;2
1681433;1164;2538;7;L;3
1681370;1164;2538;8;L;2
1681434;1164;2538;8;L;3
1681371;1164;2539;1;L;2
1681435;1164;2539;1;L;3
1681372;1164;2539;2;L;2
1681436;1164;2539;2;L;3
1681373;1164;2539;3;L;2
1681437;1164;2539;3;L;3
1681374;1164;2539;4;L;2
1681438;1164;2539;4;L;3
1681375;1164;2539;5;L;2
1681439;1164;2539;5;L;3
1681376;1164;2539;6;L;2
1681440;1164;2539;6;L;3
1681377;1164;2539;7;L;2
1681441;1164;2539;7;L;3
1681378;1164;2539;8;L;2
1681442;1164;2539;8;L;3
1681379;1164;2540;1;L;2
1681443;1164;2540;1;L;3
1681380;1164;2540;2;L;2
1681444;1164;2540;2;L;3
1681381;1164;2540;3;L;2
1681445;1164;2540;3;L;3
1681382;1164;2540;4;L;2
1681446;1164;2540;4;L;3
1681383;1164;2540;5;L;2
1681447;1164;2540;5;L;3
1681384;1164;2540;6;L;2
1681448;1164;2540;6;L;3
1681385;1164;2540;7;L;2
1681449;1164;2540;7;L;3
1681386;1164;2540;8;L;2
1681450;1164;2540;8;L;3
1681387;1164;2541;1;L;2
1681451;1164;2541;1;L;3
1681388;1164;2541;2;L;2
1681452;1164;2541;2;L;3
1681389;1164;2541;3;L;2
1681453;1164;2541;3;L;3
1681390;1164;2541;4;L;2
1681454;1164;2541;4;L;3
1681391;1164;2541;5;L;2
1681455;1164;2541;5;L;3
1681392;1164;2541;6;L;2
1681456;1164;2541;6;L;3
1681393;1164;2541;7;L;2
1681457;1164;2541;7;L;3
1681394;1164;2541;8;L;2
1681458;1164;2541;8;L;3
1681395;1164;2542;1;L;2
1681459;1164;2542;1;L;3
1681396;1164;2542;2;L;2
1681460;1164;2542;2;L;3
1681397;1164;2542;3;L;2
1681461;1164;2542;3;L;3
1681398;1164;2542;4;L;2
1681462;1164;2542;4;L;3
1681399;1164;2542;5;L;2
1681463;1164;2542;5;L;3
1681400;1164;2542;6;L;2
1681464;1164;2542;6;L;3
1681401;1164;2542;7;L;2
1681465;1164;2542;7;L;3
1681402;1164;2542;8;L;2
1681466;1164;2542;8;L;3
1681403;1164;2543;1;L;2
1681467;1164;2543;1;L;3
1681404;1164;2543;2;L;2
1681468;1164;2543;2;L;3
1681405;1164;2543;3;L;2
1681469;1164;2543;3;L;3
1681406;1164;2543;4;L;2
1681470;1164;2543;4;L;3
1681407;1164;2543;5;L;2
1681471;1164;2543;5;L;3
1681408;1164;2543;6;L;2
1681472;1164;2543;6;L;3
1681409;1164;2543;7;L;2
1681473;1164;2543;7;L;3
1681410;1164;2543;8;L;2
1681474;1164;2543;8;L;3
1681411;1164;2544;1;L;2
1681475;1164;2544;1;L;3
1681412;1164;2544;2;L;2
1681476;1164;2544;2;L;3
1681413;1164;2544;3;L;2
1681477;1164;2544;3;L;3
1681414;1164;2544;4;L;2
1681478;1164;2544;4;L;3
1681415;1164;2544;5;L;2
1681479;1164;2544;5;L;3
1681416;1164;2544;6;L;2
1681480;1164;2544;6;L;3
1681417;1164;2544;7;L;2
1681481;1164;2544;7;L;3
1681418;1164;2544;8;L;2
1681482;1164;2544;8;L;3
1651087;1176;1353;1;L;2
1651088;1176;1353;2;L;2
1651089;1176;1353;3;L;2
1651090;1176;1353;4;L;2
1651043;1176;1353;5;L;2
1651092;1176;1353;6;L;2
1651093;1176;1353;7;L;2
1651094;1176;1353;8;L;2
1651095;1176;1354;1;L;2
1651096;1176;1354;2;L;2
1651097;1176;1354;3;L;2
1651098;1176;1354;4;L;2
1651099;1176;1354;5;L;2
1651100;1176;1354;6;L;2
1651101;1176;1354;7;L;2
1651102;1176;1354;8;L;2
1651103;1176;1355;1;L;2
1651104;1176;1355;2;L;2
1651105;1176;1355;3;L;2
1651058;1176;1355;4;L;2
1651107;1176;1355;5;L;2
1651060;1176;1355;6;L;2
1651109;1176;1355;7;L;2
1651110;1176;1355;8;L;2
1651111;1176;1356;1;L;2
1651112;1176;1356;2;L;2
1651065;1176;1356;3;L;2
1651114;1176;1356;4;L;2
1651115;1176;1356;5;L;2
1651116;1176;1356;6;L;2
1651117;1176;1356;7;L;2
1651118;1176;1356;8;L;2
1651119;1176;1357;1;L;2
1651120;1176;1357;2;L;2
1651121;1176;1357;3;L;2
1651122;1176;1357;4;L;2
1651123;1176;1357;5;L;2
1651124;1176;1357;6;L;2
1651125;1176;1357;7;L;2
1651126;1176;1357;8;L;2
1651127;1176;1358;1;L;2
1651128;1176;1358;2;L;2
1651129;1176;1358;3;L;2
1651130;1176;1358;4;L;2
1651131;1176;1358;5;L;2
1651132;1176;1358;6;L;2
1651133;1176;1358;7;L;2
1651134;1176;1358;8;L;2
1615566;1185;1881;1;L;2
1615567;1185;1881;2;L;2
1615568;1185;1881;3;L;2
1615569;1185;1881;4;L;2
1615570;1185;1881;5;L;2
1615571;1185;1881;6;L;2
1615572;1185;1881;7;L;2
1615573;1185;1881;8;L;2
1616206;1185;2663;1;L;2
1616207;1185;2663;2;L;2
1616208;1185;2663;3;L;2
1616209;1185;2663;4;L;2
1616210;1185;2663;5;L;2
1616211;1185;2663;6;L;2
1616212;1185;2663;7;L;2
1616213;1185;2663;8;L;2
1616222;1185;2750;1;L;2
1616223;1185;2750;2;L;2
1616224;1185;2750;3;L;2
1616225;1185;2750;4;L;2
1616226;1185;2750;5;L;2
1616227;1185;2750;6;L;2
1616228;1185;2750;7;L;2
1616229;1185;2750;8;L;2
1616246;1185;2898;1;L;2
1616247;1185;2898;2;L;2
1616248;1185;2898;3;L;2
1616249;1185;2898;4;L;2
1616250;1185;2898;5;L;2
1616251;1185;2898;6;L;2
1616252;1185;2898;7;L;2
1616253;1185;2898;8;L;2
2420005;1185;3017;1;L;2
2420006;1185;3017;2;L;2
2420007;1185;3017;3;L;2
2420008;1185;3017;4;L;2
2420009;1185;3017;5;L;2
2420010;1185;3017;6;L;2
2420011;1185;3017;7;L;2
2420012;1185;3017;8;L;2
2420013;1185;3018;1;L;2
2420014;1185;3018;2;L;2
2420015;1185;3018;3;L;2
2420016;1185;3018;4;L;2
2420017;1185;3018;5;L;2
2420018;1185;3018;6;L;2
2420019;1185;3018;7;L;2
2420020;1185;3018;8;L;2
2420021;1185;3019;1;L;2
2420022;1185;3019;2;L;2
2420023;1185;3019;3;L;2
2420024;1185;3019;4;L;2
2420025;1185;3019;5;L;2
2420026;1185;3019;6;L;2
2420027;1185;3019;7;L;2
2420028;1185;3019;8;L;2
2420029;1185;3020;1;L;2
2420030;1185;3020;2;L;2
2420031;1185;3020;3;L;2
2420032;1185;3020;4;L;2
2420033;1185;3020;5;L;2
2420034;1185;3020;6;L;2
2420035;1185;3020;7;L;2
2420036;1185;3020;8;L;2
2420037;1185;3021;1;L;2
2420038;1185;3021;2;L;2
2420039;1185;3021;3;L;2
2420040;1185;3021;4;L;2
2420041;1185;3021;5;L;2
2420042;1185;3021;6;L;2
2420043;1185;3021;7;L;2
2420044;1185;3021;8;L;2
2420045;1185;3022;1;L;2
2420046;1185;3022;2;L;2
2420047;1185;3022;3;L;2
2420048;1185;3022;4;L;2
2420049;1185;3022;5;L;2
2420050;1185;3022;6;L;2
2420051;1185;3022;7;L;2
2420052;1185;3022;8;L;2
2420053;1185;3023;1;L;2
2420054;1185;3023;2;L;2
2420055;1185;3023;3;L;2
2420056;1185;3023;4;L;2
2420057;1185;3023;5;L;2
2420058;1185;3023;6;L;2
2420059;1185;3023;7;L;2
2420060;1185;3023;8;L;2
1545966;1189;1;1;L;2
1545967;1189;1;2;L;2
1545968;1189;1;3;L;2
1545969;1189;1;4;L;2
1545970;1189;1;5;L;2
1545971;1189;1;6;L;2
1545972;1189;1;7;L;2
1545973;1189;1;8;L;2
1545974;1189;2;1;L;2
1545975;1189;2;2;L;2
1545976;1189;2;3;L;2
1545977;1189;2;4;L;2
1545978;1189;2;5;L;2
1545979;1189;2;6;L;2
1545980;1189;2;7;L;2
1545981;1189;2;8;L;2
1545982;1189;3;1;L;2
1545983;1189;3;2;L;2
1545984;1189;3;3;L;2
1545985;1189;3;4;L;2
1545986;1189;3;5;L;2
1545987;1189;3;6;L;2
1545988;1189;3;7;L;2
1545989;1189;3;8;L;2
1545990;1189;4;1;L;2
1545991;1189;4;2;L;2
1545992;1189;4;3;L;2
1545993;1189;4;4;L;2
1545994;1189;4;5;L;2
1545995;1189;4;6;L;2
1545996;1189;4;7;L;2
1545997;1189;4;8;L;2
1545998;1189;5;1;L;2
1485439;1189;5;2;L;2
1546000;1189;5;3;L;2
1485441;1189;5;4;L;2
1546002;1189;5;5;L;2
1546003;1189;5;6;L;2
1546004;1189;5;7;L;2
1546005;1189;5;8;L;2
1485446;1189;6;1;L;2
1546007;1189;6;2;L;2
1546008;1189;6;3;L;2
1546009;1189;6;4;L;2
1546010;1189;6;5;L;2
1546011;1189;6;6;L;2
1546012;1189;6;7;L;2
1546013;1189;6;8;L;2
1546014;1189;7;1;L;2
1546015;1189;7;2;L;2
1546016;1189;7;3;L;2
1546017;1189;7;4;L;2
1546018;1189;7;5;L;2
1546019;1189;7;6;L;2
1546020;1189;7;7;L;2
1546021;1189;7;8;L;2
1546022;1189;8;1;L;2
1546023;1189;8;2;L;2
1546024;1189;8;3;L;2
1546025;1189;8;4;L;2
1546026;1189;8;5;L;2
1546027;1189;8;6;L;2
1546028;1189;8;7;L;2
1546029;1189;8;8;L;2
1546030;1189;9;1;L;2
1546031;1189;9;2;L;2
1546032;1189;9;3;L;2
1546033;1189;9;4;A;2
1546034;1189;9;5;L;2
1546035;1189;9;6;L;2
1546036;1189;9;7;L;2
1546037;1189;9;8;L;2
1546038;1189;10;1;L;2
1546039;1189;10;2;L;2
1546040;1189;10;3;L;2
1546041;1189;10;4;L;2
1546042;1189;10;5;L;2
1546043;1189;10;6;L;2
1546044;1189;10;7;L;2
1546045;1189;10;8;L;2
1546046;1189;11;1;A;2
1546047;1189;11;2;L;2
1546048;1189;11;3;L;2
1546049;1189;11;4;L;2
1546050;1189;11;5;L;2
1546051;1189;11;6;L;2
1546052;1189;11;7;L;2
1546053;1189;11;8;L;2
1485494;1189;12;1;L;2
1546055;1189;12;2;L;2
1546056;1189;12;3;L;2
1546057;1189;12;4;L;2
1546058;1189;12;5;L;2
1485499;1189;12;6;L;2
1546060;1189;12;7;L;2
1546061;1189;12;8;L;2
1546062;1189;13;1;L;2
1546063;1189;13;2;L;2
1546064;1189;13;3;L;2
1485505;1189;13;4;L;2
1546066;1189;13;5;L;2
1546067;1189;13;6;L;2
1546068;1189;13;7;L;2
1546069;1189;13;8;L;2
1546070;1189;14;1;L;2
1546071;1189;14;2;L;2
1546072;1189;14;3;L;2
1546073;1189;14;4;L;2
1546074;1189;14;5;L;2
1546075;1189;14;6;L;2
1546076;1189;14;7;L;2
1546077;1189;14;8;L;2
1546078;1189;15;1;L;2
1546079;1189;15;2;L;2
1546080;1189;15;3;L;2
1546081;1189;15;4;L;2
1546082;1189;15;5;L;2
1546083;1189;15;6;L;2
1546084;1189;15;7;L;2
1546085;1189;15;8;L;2
1546086;1189;16;1;L;2
1546087;1189;16;2;L;2
1546088;1189;16;3;L;2
1546089;1189;16;4;L;2
1546090;1189;16;5;L;2
1546091;1189;16;6;L;2
1546092;1189;16;7;L;2
1546093;1189;16;8;L;2
1546094;1189;17;1;L;2
1546095;1189;17;2;L;2
1546096;1189;17;3;L;2
1546097;1189;17;4;L;2
1546098;1189;17;5;L;2
1546099;1189;17;6;L;2
1546100;1189;17;7;L;2
1546101;1189;17;8;L;2
1546102;1189;18;1;L;2
1546103;1189;18;2;L;2
1546104;1189;18;3;L;2
1546105;1189;18;4;L;2
1546106;1189;18;5;L;2
1546107;1189;18;6;L;2
1546108;1189;18;7;L;2
1546109;1189;18;8;L;2
1546110;1189;19;1;L;2
1546111;1189;19;2;L;2
1546112;1189;19;3;L;2
1546113;1189;19;4;L;2
1546114;1189;19;5;L;2
1485555;1189;19;6;L;2
1546116;1189;19;7;L;2
1546117;1189;19;8;L;2
1546118;1189;20;1;L;2
1485559;1189;20;2;L;2
1546120;1189;20;3;L;2
1546121;1189;20;4;L;2
1546122;1189;20;5;L;2
1546123;1189;20;6;L;2
1546124;1189;20;7;L;2
1546125;1189;20;8;L;2
1546126;1189;21;1;L;2
1546127;1189;21;2;L;2
1546128;1189;21;3;A;2
1546129;1189;21;4;L;2
1546130;1189;21;5;L;2
1546131;1189;21;6;L;2
1546132;1189;21;7;L;2
1546133;1189;21;8;L;2
1546134;1189;22;1;L;2
1546135;1189;22;2;L;2
1546136;1189;22;3;L;2
1546137;1189;22;4;L;2
1546138;1189;22;5;L;2
1546139;1189;22;6;L;2
1546140;1189;22;7;L;2
1546141;1189;22;8;L;2
1546142;1189;23;1;L;2
1546143;1189;23;2;L;2
1546144;1189;23;3;L;2
1546145;1189;23;4;L;2
1546146;1189;23;5;L;2
1546147;1189;23;6;L;2
1546148;1189;23;7;L;2
1546149;1189;23;8;L;2
1546150;1189;24;1;A;2
1546151;1189;24;2;L;2
1546152;1189;24;3;L;2
1546153;1189;24;4;L;2
